term	daf_count	tractate_count	tractates	sample_dafs
Beit Hillel	24	14	Bava Batra, Bava Metzia, Beitzah, Chagigah, Eruvin, Gittin, Ketubot, Menachot, Niddah, Pesachim, Rosh Hashanah, Shabbat, Sukkah, Yevamot	Bava Batra 157; Bava Metzia 101; Beitzah 2; Chagigah 22; Chagigah 6
Rabbi Yitzchak	23	14	Bava Kamma, Bava Metzia, Kiddushin, Makkot, Nazir, Nedarim, Niddah, Pesachim, Rosh Hashanah, Sanhedrin, Shabbat, Sukkah, Yevamot, Yoma	Bava Kamma 93; Bava Metzia 75; Kiddushin 42; Makkot 13; Makkot 18
Rabbah	21	14	Avodah Zarah, Bava Kamma, Bava Metzia, Beitzah, Eruvin, Gittin, Horayot, Hullin, Ketubot, Kiddushin, Menachot, Pesachim, Shabbat, Yevamot	Avodah Zarah 15; Bava Kamma 105; Bava Kamma 114; Bava Kamma 18; Bava Kamma 66
Resh Lakish	20	14	Avodah Zarah, Bava Batra, Bava Metzia, Gittin, Hullin, Ketubot, Kiddushin, Menachot, Niddah, Rosh Hashanah, Sanhedrin, Shevuot, Sotah, Taanit	Avodah Zarah 7; Avodah Zarah 73; Bava Batra 75; Bava Metzia 46; Bava Metzia 86
Kedusha (Sanctity)	18	14	Arakhin, Bava Metzia, Bekhorot, Hullin, Keritot, Kiddushin, Megillah, Menachot, Nazir, Pesachim, Shekalim, Temurah, Yevamot, Zevachim	Arakhin 26; Bava Metzia 57; Bekhorot 43; Bekhorot 53; Hullin 77
Gemara	17	14	Bava Batra, Bava Kamma, Bava Metzia, Bekhorot, Berakhot, Keritot, Kiddushin, Megillah, Nedarim, Sotah, Sukkah, Taanit, Yevamot, Zevachim	Bava Batra 49; Bava Kamma 26; Bava Metzia 11; Bava Metzia 13; Bekhorot 52
Rabbi Yochanan (Amora)	17	14	Arakhin, Avodah Zarah, Bava Kamma, Eruvin, Horayot, Hullin, Rosh Hashanah, Sanhedrin, Shabbat, Shekalim, Sukkah, Yevamot, Yoma, Zevachim	Arakhin 6; Avodah Zarah 51; Bava Kamma 27; Eruvin 27; Eruvin 53
Rav vs. Shmuel	28	13	Bava Batra, Bava Kamma, Bava Metzia, Beitzah, Eruvin, Gittin, Ketubot, Kiddushin, Moed Katan, Pesachim, Shabbat, Shevuot, Sukkah	Bava Batra 153; Bava Batra 93; Bava Kamma 21; Bava Kamma 3; Bava Metzia 14
Rav Dimi	23	13	Avodah Zarah, Bava Batra, Eruvin, Gittin, Hullin, Keritot, Nazir, Pesachim, Sanhedrin, Shabbat, Sukkah, Yoma, Zevachim	Avodah Zarah 73; Bava Batra 136; Bava Batra 21; Eruvin 3; Eruvin 83
Rabbi Abbahu	22	13	Avodah Zarah, Bava Kamma, Hullin, Keritot, Menachot, Nedarim, Pesachim, Sanhedrin, Shabbat, Sotah, Sukkah, Yevamot, Yoma	Hullin 6; Avodah Zarah 28; Bava Kamma 117; Bava Kamma 93; Hullin 115
Rashi (Medieval Commentator)	20	13	Avodah Zarah, Bava Kamma, Bava Metzia, Beitzah, Bekhorot, Eruvin, Hullin, Ketubot, Kiddushin, Makkot, Rosh Hashanah, Shabbat, Zevachim	Hullin 25; Avodah Zarah 14; Avodah Zarah 3; Bava Kamma 43; Bava Kamma 8
Tanna Kamma	20	13	Bava Batra, Eruvin, Gittin, Hullin, Keritot, Meilah, Nazir, Nedarim, Niddah, Pesachim, Rosh Hashanah, Temurah, Yevamot	Hullin 22; Bava Batra 13; Bava Batra 138; Bava Batra 39; Bava Batra 93
Kohanim (Priests)	19	13	Arakhin, Bekhorot, Hullin, Menachot, Middot, Nedarim, Pesachim, Rosh Hashanah, Shabbat, Sotah, Sukkah, Tamid, Zevachim	Hullin 24; Hullin 25; Arakhin 26; Arakhin 34; Bekhorot 3
Rabbi Yose	19	13	Avodah Zarah, Bava Batra, Bava Metzia, Berakhot, Hullin, Menachot, Nazir, Rosh Hashanah, Sanhedrin, Shevuot, Sotah, Yevamot, Zevachim	Avodah Zarah 43; Bava Batra 141; Bava Metzia 66; Berakhot 16; Hullin 135
Rabbi Yehudah	18	13	Kiddushin, Meilah, Menachot, Middot, Nedarim, Niddah, Pesachim, Sanhedrin, Sotah, Sukkah, Yevamot, Yoma, Zevachim	Kiddushin 17; Kiddushin 78; Meilah 19; Menachot 93; Middot 36
Abaye (Amora)	17	13	Arakhin, Bava Batra, Bava Kamma, Beitzah, Berakhot, Eruvin, Gittin, Hullin, Meilah, Moed Katan, Sanhedrin, Shabbat, Tamid	Arakhin 6; Bava Batra 139; Bava Kamma 43; Bava Kamma 8; Beitzah 10
Beit HaMikdash (Temple)	17	13	Arakhin, Bava Batra, Bekhorot, Chagigah, Hullin, Menachot, Pesachim, Sanhedrin, Shekalim, Sukkah, Taanit, Temurah, Zevachim	Arakhin 6; Bava Batra 60; Bekhorot 53; Chagigah 14; Hullin 78
Ben Azzai	17	13	Bava Kamma, Chagigah, Hullin, Kiddushin, Kinnim, Rosh Hashanah, Sanhedrin, Sotah, Sukkah, Temurah, Yevamot, Yoma, Zevachim	Bava Kamma 105; Bava Kamma 13; Chagigah 15; Hullin 70b; Kiddushin 20
Tosafos	17	13	Avodah Zarah, Bava Batra, Bava Kamma, Bava Metzia, Beitzah, Eruvin, Kiddushin, Megillah, Meilah, Nazir, Nedarim, Sanhedrin, Yoma	Avodah Zarah 56; Bava Batra 135; Bava Batra 31; Bava Kamma 55; Bava Metzia 26
Rashi's Interpretation	14	13	Bava Metzia, Eruvin, Gittin, Ketubot, Kiddushin, Menachot, Sanhedrin, Shabbat, Shevuot, Temurah, Yevamot, Yoma, Zevachim	Bava Metzia 71; Eruvin 4; Eruvin 51; Gittin 74; Ketubot 22
Asham (Guilt Offering)	25	12	Arakhin, Bava Kamma, Kiddushin, Makkot, Nazir, Nedarim, Niddah, Shekalim, Shevuot, Temurah, Yoma, Zevachim	Arakhin 21; Bava Kamma 63; Kiddushin 55; Makkot 18; Nazir 18
Shechita (Slaughter)	25	12	Avodah Zarah, Beitzah, Bekhorot, Hullin, Keritot, Kiddushin, Menachot, Nedarim, Pesachim, Tamid, Yoma, Zevachim	Hullin 5; Avodah Zarah 15; Beitzah 10; Bekhorot 24; Bekhorot 27
Terumah (priestly portion)	24	12	Avodah Zarah, Bava Metzia, Bekhorot, Eruvin, Hullin, Ketubot, Nedarim, Niddah, Sukkah, Temurah, Yevamot, Yoma	Avodah Zarah 68; Bava Metzia 53; Bekhorot 22; Eruvin 35; Hullin 106
Rami Bar Chama	22	12	Avodah Zarah, Bava Batra, Bava Kamma, Bava Metzia, Bekhorot, Gittin, Ketubot, Nazir, Nedarim, Shabbat, Shevuot, Zevachim	Avodah Zarah 54; Bava Batra 151; Bava Kamma 20; Bava Kamma 63; Bava Kamma 79
Rav Yochanan	21	12	Avodah Zarah, Bava Batra, Bava Kamma, Beitzah, Eruvin, Gittin, Ketubot, Meilah, Pesachim, Rosh Hashanah, Sanhedrin, Zevachim	Avodah Zarah 31; Bava Batra 116; Bava Batra 142; Bava Batra 32; Bava Batra 9
Neder (Vow)	19	12	Arakhin, Bava Batra, Ketubot, Kiddushin, Kinnim, Meilah, Nazir, Nedarim, Sanhedrin, Shevuot, Yevamot, Zevachim	Arakhin 6; Bava Batra 57; Ketubot 59; Ketubot 86; Kiddushin 63
Bechor (Firstborn Animal)	18	12	Avodah Zarah, Bava Kamma, Bava Metzia, Bekhorot, Hullin, Makkot, Rosh Hashanah, Sanhedrin, Shabbat, Temurah, Yevamot, Zevachim	Hullin 18; Avodah Zarah 24; Bava Kamma 13; Bava Metzia 70; Bekhorot 18
Pesach (Passover)	18	12	Bava Kamma, Beitzah, Hullin, Ketubot, Megillah, Menachot, Nedarim, Pesachim, Rosh Hashanah, Shekalim, Yevamot, Zevachim	Hullin 23; Bava Kamma 97; Beitzah 5; Hullin 99; Ketubot 35
Rabbi Eliezer vs. Rabbi Yehoshua	17	12	Hullin, Keritot, Makkot, Menachot, Nazir, Nedarim, Pesachim, Sanhedrin, Shabbat, Sotah, Taanit, Zevachim	Hullin 58; Keritot 20; Makkot 12; Menachot 79; Nazir 56
Shabbat	17	12	Arakhin, Beitzah, Bekhorot, Gittin, Hullin, Kiddushin, Menachot, Pesachim, Sanhedrin, Shabbat, Shevuot, Yevamot	Arakhin 10; Beitzah 3; Beitzah 5; Bekhorot 27; Gittin 44
Shmuel (Amora)	16	12	Arakhin, Bava Batra, Bava Kamma, Bava Metzia, Bekhorot, Hullin, Ketubot, Niddah, Rosh Hashanah, Shabbat, Shekalim, Yevamot	Arakhin 21; Arakhin 6; Bava Batra 139; Bava Batra 53; Bava Kamma 27
Abba Shaul	15	12	Bava Metzia, Gittin, Kiddushin, Meilah, Menachot, Middot, Moed Katan, Niddah, Pesachim, Sanhedrin, Sotah, Sukkah	Bava Metzia 60; Gittin 39; Gittin 40; Gittin 52; Kiddushin 81
Rav (Babylonian Amora)	15	12	Bava Batra, Eruvin, Horayot, Ketubot, Meilah, Menachot, Niddah, Sanhedrin, Shabbat, Sukkah, Yevamot, Zevachim	Bava Batra 54; Eruvin 28; Horayot 13; Ketubot 58; Meilah 16b
Mishnah	14	12	Bekhorot, Gittin, Hullin, Kiddushin, Menachot, Nedarim, Niddah, Sanhedrin, Sotah, Sukkah, Taanit, Yevamot	Hullin 16; Bekhorot 52; Gittin 45; Gittin 79; Kiddushin 38
Rabbi Elazar ben Yaakov	14	12	Bava Kamma, Gittin, Kiddushin, Makkot, Menachot, Moed Katan, Nedarim, Pesachim, Sanhedrin, Shevuot, Sotah, Yoma	Bava Kamma 45; Gittin 52; Kiddushin 15; Kiddushin 62; Makkot 11
Tumah (ritual impurity)	14	12	Bava Batra, Bava Metzia, Beitzah, Eruvin, Horayot, Hullin, Menachot, Nedarim, Pesachim, Shabbat, Yoma, Zevachim	Hullin 13; Bava Batra 102; Bava Metzia 114; Beitzah 7; Eruvin 79
Olah (burnt offering)	32	11	Arakhin, Bava Kamma, Beitzah, Hullin, Menachot, Nedarim, Pesachim, Shekalim, Temurah, Yoma, Zevachim	Hullin 5b; Arakhin 5; Bava Kamma 12; Beitzah 19; Menachot 45
Rabba	25	11	Bava Batra, Bava Kamma, Bava Metzia, Gittin, Hullin, Ketubot, Menachot, Pesachim, Sanhedrin, Shevuot, Sukkah	Bava Batra 125; Bava Batra 40; Bava Kamma 50; Bava Kamma 56; Bava Kamma 7
Ketubah (Marriage Contract)	24	11	Bava Batra, Bava Metzia, Bekhorot, Gittin, Ketubot, Kiddushin, Makkot, Nedarim, Shabbat, Sotah, Yevamot	Bava Batra 107; Bava Batra 125; Bava Batra 150; Bava Batra 168; Bava Metzia 104
Chatat (Sin Offering)	22	11	Keritot, Kiddushin, Menachot, Nazir, Sanhedrin, Shabbat, Shevuot, Temurah, Yevamot, Yoma, Zevachim	Keritot 7; Kiddushin 55; Menachot 44; Nazir 18; Nazir 25
Mar Zutra	22	11	Bava Batra, Bava Metzia, Gittin, Hullin, Kiddushin, Menachot, Nedarim, Pesachim, Sanhedrin, Yevamot, Zevachim	Hullin 18; Bava Batra 156; Bava Batra 161; Bava Batra 70; Bava Metzia 67
Neder (vow)	19	11	Bava Kamma, Beitzah, Bekhorot, Hullin, Ketubot, Menachot, Nazir, Nedarim, Niddah, Taanit, Yevamot	Bava Kamma 90; Beitzah 19; Bekhorot 45b; Hullin 2; Ketubot 60
Rabbi Yirmiyah	18	11	Avodah Zarah, Bava Metzia, Gittin, Ketubot, Menachot, Nedarim, Niddah, Sanhedrin, Shabbat, Yevamot, Zevachim	Avodah Zarah 25; Bava Metzia 101; Gittin 44; Ketubot 59; Ketubot 88
Rabbi Yochanan ben Nuri	17	11	Bava Metzia, Eruvin, Keritot, Ketubot, Nedarim, Niddah, Pesachim, Rosh Hashanah, Shabbat, Temurah, Yevamot	Bava Metzia 40; Eruvin 45; Keritot 8b; Ketubot 15; Ketubot 59
Rava (Babylonian Amora)	16	11	Gittin, Horayot, Ketubot, Meilah, Menachot, Niddah, Pesachim, Sukkah, Taanit, Yevamot, Zevachim	Gittin 28; Gittin 78; Horayot 13; Ketubot 91; Meilah 16b
Shelamim (Peace Offerings)	16	11	Avodah Zarah, Bava Batra, Bava Kamma, Chagigah, Kiddushin, Makkot, Menachot, Nazir, Pesachim, Temurah, Zevachim	Avodah Zarah 76; Bava Batra 123; Bava Kamma 13; Chagigah 6; Kiddushin 57
Tumah (Ritual Impurity)	16	11	Chagigah, Hullin, Keritot, Kiddushin, Meilah, Menachot, Pesachim, Shabbat, Shevuot, Yevamot, Yoma	Hullin 24; Chagigah 24; Hullin 34; Hullin 74; Keritot 26b
Chizkiyah	15	11	Avodah Zarah, Bava Kamma, Chagigah, Gittin, Horayot, Hullin, Kiddushin, Menachot, Sanhedrin, Yoma, Zevachim	Avodah Zarah 54; Avodah Zarah 73; Bava Kamma 58; Bava Kamma 9; Chagigah 7
Kal Vachomer (Logical Inference)	15	11	Arakhin, Bava Metzia, Eruvin, Gittin, Hullin, Kiddushin, Makkot, Menachot, Nazir, Yevamot, Zevachim	Hullin 24; Arakhin 30; Bava Metzia 94; Eruvin 5; Gittin 57
Tosafot (Medieval Commentators)	15	11	Avodah Zarah, Bava Batra, Bava Metzia, Bekhorot, Eruvin, Gittin, Ketubot, Kiddushin, Makkot, Shabbat, Yoma	Avodah Zarah 14; Avodah Zarah 3; Bava Batra 146; Bava Metzia 23; Bekhorot 3
Tumah (impurity)	15	11	Avodah Zarah, Horayot, Menachot, Nazir, Niddah, Pesachim, Shabbat, Shekalim, Sukkah, Yevamot, Zevachim	Avodah Zarah 31; Horayot 3; Menachot 100; Menachot 26; Nazir 48
Bar Kappara	14	11	Avodah Zarah, Bava Batra, Bava Metzia, Berakhot, Moed Katan, Nedarim, Niddah, Pesachim, Shabbat, Yevamot, Zevachim	Avodah Zarah 31; Bava Batra 39; Bava Metzia 26; Berakhot 12; Berakhot 12b
Rav and Shmuel	14	11	Avodah Zarah, Bava Batra, Hullin, Ketubot, Kiddushin, Rosh Hashanah, Sanhedrin, Shabbat, Shevuot, Sukkah, Yoma	Avodah Zarah 53; Avodah Zarah 73; Bava Batra 37; Bava Batra 85; Bava Batra 87
Korban (sacrifice)	13	11	Arakhin, Bava Batra, Bekhorot, Berakhot, Hullin, Nedarim, Sotah, Sukkah, Tamid, Yevamot, Zevachim	Hullin 5b; Arakhin 2; Arakhin 5; Bava Batra 47; Bekhorot 20
Rabbi Meir vs. Chachamim	12	11	Bava Batra, Bava Metzia, Gittin, Hullin, Kiddushin, Nedarim, Pesachim, Sanhedrin, Shabbat, Shekalim, Taanit	Bava Batra 97; Bava Metzia 72; Gittin 13; Hullin 86; Kiddushin 24
Rabbi Yose HaGlili	12	11	Avodah Zarah, Bava Kamma, Bekhorot, Berakhot, Chagigah, Hullin, Makkot, Sanhedrin, Shevuot, Sotah, Temurah	Avodah Zarah 45; Bava Kamma 109; Bava Kamma 90; Bekhorot 6; Berakhot 49
Rabbi Yosei	11	11	Avodah Zarah, Bava Batra, Bava Metzia, Bekhorot, Gittin, Kiddushin, Megillah, Menachot, Pesachim, Shekalim, Sotah	Avodah Zarah 5; Bava Batra 55; Bava Metzia 36; Bekhorot 18; Gittin 9
Shmuel (Babylonian Amora)	11	11	Bava Batra, Berakhot, Gittin, Horayot, Nedarim, Niddah, Pesachim, Shabbat, Sukkah, Yevamot, Zevachim	Bava Batra 54; Berakhot 18; Gittin 66b; Horayot 13; Nedarim 50
Yibum (Levirate Marriage)	33	10	Bava Kamma, Bava Metzia, Bekhorot, Gittin, Ketubot, Kiddushin, Nedarim, Sanhedrin, Sotah, Yevamot	Bava Kamma 27; Bava Metzia 66; Bekhorot 52; Gittin 81; Ketubot 46
Chatas (sin offering)	21	10	Bava Kamma, Horayot, Hullin, Meilah, Menachot, Nedarim, Pesachim, Shevuot, Temurah, Zevachim	Hullin 5b; Bava Kamma 12; Horayot 6; Meilah 6; Menachot 51
Bechor (Firstborn)	18	10	Bava Batra, Bekhorot, Horayot, Hullin, Kiddushin, Makkot, Nedarim, Niddah, Temurah, Zevachim	Bava Batra 111; Bava Batra 116; Bava Batra 123; Bava Batra 125; Bava Batra 127
Kohen (priest)	18	10	Bava Kamma, Bekhorot, Eruvin, Gittin, Ketubot, Kiddushin, Menachot, Temurah, Yevamot, Zevachim	Bava Kamma 12; Bekhorot 20; Eruvin 47; Gittin 28; Gittin 31
Abaye vs. Rava	17	10	Bava Batra, Bava Metzia, Hullin, Kiddushin, Menachot, Nazir, Niddah, Shabbat, Yevamot, Zevachim	Hullin 4; Bava Batra 136b; Bava Batra 137; Bava Batra 17; Bava Batra 173
Bechor (firstborn animal)	16	10	Arakhin, Bava Kamma, Beitzah, Bekhorot, Hullin, Makkot, Menachot, Rosh Hashanah, Temurah, Zevachim	Arakhin 31; Bava Kamma 12; Beitzah 28; Bekhorot 20; Bekhorot 21
Rabban Yochanan ben Zakkai	15	10	Arakhin, Bava Batra, Beitzah, Chagigah, Gittin, Menachot, Rosh Hashanah, Shekalim, Sukkah, Yoma	Arakhin 4; Bava Batra 115; Bava Batra 134; Bava Batra 89; Beitzah 5
Rabbi Nechemia	15	10	Niddah, Pesachim, Rosh Hashanah, Sanhedrin, Shabbat, Shekalim, Sotah, Yevamot, Yoma, Zevachim	Niddah 60; Pesachim 82; Rosh Hashanah 15; Sanhedrin 30; Sanhedrin 44
Rav Adda bar Ahava	14	10	Avodah Zarah, Bava Kamma, Gittin, Keritot, Menachot, Pesachim, Sanhedrin, Shabbat, Yoma, Zevachim	Avodah Zarah 60; Bava Kamma 45; Gittin 81; Keritot 14; Menachot 17
Beis Shammai vs. Beis Hillel	13	10	Bava Kamma, Bava Metzia, Beitzah, Gittin, Hullin, Kiddushin, Makkot, Nazir, Shabbat, Sotah	Hullin 18; Bava Kamma 94; Bava Metzia 43; Beitzah 12; Beitzah 15
Korban (Sacrifice)	13	10	Bava Kamma, Bava Metzia, Bekhorot, Hullin, Kiddushin, Menachot, Niddah, Shevuot, Sukkah, Temurah	Hullin 23; Bava Kamma 63; Bava Kamma 66; Bava Metzia 3; Bekhorot 53
Pidyon (Redemption)	13	10	Bava Batra, Bava Kamma, Bava Metzia, Bekhorot, Kiddushin, Makkot, Meilah, Menachot, Temurah, Yevamot	Bava Batra 72; Bava Kamma 69; Bava Metzia 55; Bava Metzia 57; Bekhorot 16
Rabbi Meir vs. Rabbi Yehuda	13	10	Bava Kamma, Bava Metzia, Berakhot, Eruvin, Hullin, Ketubot, Megillah, Menachot, Nazir, Yevamot	Bava Kamma 101; Bava Kamma 59; Bava Metzia 21; Berakhot 13; Berakhot 14
Teshuvah (Repentance)	13	10	Avodah Zarah, Bava Metzia, Chagigah, Keritot, Kiddushin, Niddah, Rosh Hashanah, Sanhedrin, Shevuot, Sotah	Avodah Zarah 15; Bava Metzia 62; Chagigah 15; Keritot 7; Kiddushin 49
Gezeirah Shavah (verbal analogy)	12	10	Bekhorot, Gittin, Horayot, Ketubot, Kiddushin, Nazir, Sanhedrin, Shabbat, Yevamot, Yoma	Bekhorot 15; Gittin 41; Horayot 8; Ketubot 29; Kiddushin 14
Rabbi Natan	12	10	Avodah Zarah, Bava Batra, Bava Metzia, Horayot, Menachot, Nedarim, Niddah, Pesachim, Shabbat, Zevachim	Avodah Zarah 56; Bava Batra 76; Bava Metzia 51; Horayot 14; Menachot 37
Tosefta	12	10	Avodah Zarah, Bava Batra, Bava Kamma, Bava Metzia, Berakhot, Kiddushin, Menachot, Nedarim, Pesachim, Yoma	Avodah Zarah 59; Bava Batra 52; Bava Kamma 57; Bava Metzia 81; Berakhot 20b
Yerushalmi (Jerusalem Talmud)	12	10	Chagigah, Keritot, Ketubot, Moed Katan, Nedarim, Rosh Hashanah, Shekalim, Shevuot, Sotah, Yevamot	Chagigah 26b; Chagigah 9; Keritot 2; Ketubot 58; Moed Katan 27
Ma'aser Sheni (Second Tithe)	11	10	Bava Kamma, Bava Metzia, Kiddushin, Makkot, Menachot, Niddah, Pesachim, Rosh Hashanah, Shevuot, Zevachim	Bava Kamma 69; Bava Metzia 55; Kiddushin 24; Makkot 19; Menachot 82
Ravin	11	10	Avodah Zarah, Bava Batra, Hullin, Keritot, Niddah, Pesachim, Rosh Hashanah, Sukkah, Yoma, Zevachim	Avodah Zarah 33; Avodah Zarah 73; Bava Batra 55; Hullin 106; Keritot 25b
Tosafot (medieval commentators)	11	10	Avodah Zarah, Bava Batra, Bekhorot, Eruvin, Gittin, Meilah, Menachot, Shevuot, Yevamot, Yoma	Avodah Zarah 13; Bava Batra 14; Bekhorot 22; Eruvin 77; Gittin 26
kohen (priest)	10	10	Bava Metzia, Bekhorot, Eruvin, Gittin, Menachot, Moed Katan, Sanhedrin, Shabbat, Sotah, Zevachim	Bava Metzia 6; Bekhorot 51; Eruvin 27; Gittin 36; Menachot 93
Mikvah (ritual bath)	10	10	Berakhot, Eruvin, Kiddushin, Nazir, Nedarim, Sukkah, Taanit, Temurah, Yoma, Zevachim	Berakhot 25b; Eruvin 56; Kiddushin 79; Nazir 15; Nedarim 3
Rabbi Oshaya	10	10	Bava Batra, Bava Kamma, Chagigah, Eruvin, Gittin, Keritot, Makkot, Nedarim, Sanhedrin, Yevamot	Bava Batra 59; Bava Kamma 4; Chagigah 9; Eruvin 88; Gittin 33
Chatat (sin offering)	25	9	Keritot, Menachot, Pesachim, Shabbat, Shekalim, Temurah, Yevamot, Yoma, Zevachim	Keritot 25b; Menachot 20; Menachot 26; Menachot 45; Pesachim 61
Olah (Burnt Offering)	22	9	Arakhin, Hullin, Kinnim, Menachot, Nazir, Sotah, Temurah, Yoma, Zevachim	Hullin 23; Arakhin 21; Hullin 81; Kinnim 23; Menachot 46
Rabbeinu Tam	20	9	Avodah Zarah, Bava Batra, Bava Kamma, Hullin, Ketubot, Kiddushin, Nazir, Sanhedrin, Shabbat	Avodah Zarah 21; Avodah Zarah 55; Avodah Zarah 72; Bava Batra 129; Bava Batra 40
Mum (Blemish)	18	9	Bekhorot, Hullin, Kiddushin, Meilah, Nazir, Sanhedrin, Shabbat, Temurah, Yevamot	Hullin 24; Bekhorot 16; Bekhorot 18; Bekhorot 24; Bekhorot 27
Kohen Gadol	15	9	Horayot, Kiddushin, Makkot, Menachot, Niddah, Sanhedrin, Shekalim, Yevamot, Yoma	Horayot 7; Horayot 9; Kiddushin 78; Makkot 12; Menachot 88
Mum (blemish)	15	9	Avodah Zarah, Bava Kamma, Bekhorot, Meilah, Pesachim, Shekalim, Sotah, Temurah, Zevachim	Avodah Zarah 13; Avodah Zarah 51; Bava Kamma 12; Bekhorot 20; Bekhorot 36b
Rabbi Yannai	15	9	Bava Batra, Bava Kamma, Bava Metzia, Kiddushin, Nedarim, Pesachim, Rosh Hashanah, Shabbat, Yoma	Bava Batra 127; Bava Batra 60; Bava Kamma 32; Bava Kamma 58; Bava Metzia 27
Yerushalayim (Jerusalem)	13	9	Kiddushin, Makkot, Menachot, Pesachim, Sanhedrin, Sukkah, Temurah, Yevamot, Zevachim	Kiddushin 49; Makkot 19; Menachot 20; Pesachim 19; Pesachim 36
Niddah	12	9	Bekhorot, Keritot, Nazir, Niddah, Pesachim, Shabbat, Shevuot, Yevamot, Yoma	Bekhorot 27; Keritot 17; Nazir 44; Nazir 44b; Niddah 29
Rov (Majority)	12	9	Avodah Zarah, Bava Batra, Beitzah, Hullin, Ketubot, Kiddushin, Nazir, Niddah, Zevachim	Avodah Zarah 34; Bava Batra 24; Beitzah 10; Hullin 10; Hullin 44b
Yom Kippur (Day of Atonement)	12	9	Keritot, Ketubot, Makkot, Menachot, Nedarim, Sanhedrin, Shevuot, Yoma, Zevachim	Keritot 7; Ketubot 30; Makkot 13; Menachot 19; Nedarim 3
Abaye (Babylonian Amora)	11	9	Bava Batra, Gittin, Horayot, Meilah, Nedarim, Pesachim, Shabbat, Sotah, Sukkah	Bava Batra 165; Bava Batra 54; Gittin 28; Horayot 13; Meilah 16b
Edim (witnesses)	11	9	Bava Batra, Bava Kamma, Bava Metzia, Gittin, Ketubot, Kiddushin, Nazir, Sanhedrin, Sotah	Bava Batra 161; Bava Batra 29; Bava Kamma 108; Bava Metzia 68; Gittin 64
Nazir (Nazirite)	11	9	Bava Kamma, Meilah, Menachot, Nazir, Nedarim, Pesachim, Shevuot, Temurah, Zevachim	Bava Kamma 105; Meilah 11; Menachot 46; Menachot 64; Nazir 12
Raba	11	9	Avodah Zarah, Bava Batra, Kiddushin, Menachot, Niddah, Pesachim, Sanhedrin, Shabbat, Zevachim	Avodah Zarah 63; Bava Batra 41; Kiddushin 43; Kiddushin 62; Kiddushin 81
Rav Yehudah	11	9	Berakhot, Ketubot, Kiddushin, Makkot, Pesachim, Sanhedrin, Shabbat, Yevamot, Yoma	Berakhot 39; Ketubot 11; Kiddushin 78; Makkot 19; Pesachim 17
Rav Yitzchak	11	9	Bava Batra, Beitzah, Gittin, Hullin, Menachot, Pesachim, Sanhedrin, Shevuot, Taanit	Bava Batra 103; Beitzah 3; Gittin 6; Hullin 40; Menachot 48
Sotah	11	9	Eruvin, Kiddushin, Meilah, Menachot, Nazir, Niddah, Sanhedrin, Sotah, Yevamot	Eruvin 58; Kiddushin 28; Meilah 19; Menachot 88; Nazir 44
Tisha B'Av	11	9	Arakhin, Bava Batra, Beitzah, Pesachim, Rosh Hashanah, Sanhedrin, Sotah, Taanit, Yevamot	Arakhin 13; Bava Batra 121; Beitzah 18; Pesachim 55; Rosh Hashanah 18
Korban (sacrifice/offering)	10	9	Bekhorot, Hullin, Megillah, Menachot, Nazir, Nedarim, Niddah, Shekalim, Yoma	Hullin 13; Bekhorot 4; Bekhorot 40; Megillah 17b; Menachot 20
Pesach	10	9	Avodah Zarah, Chagigah, Hullin, Menachot, Nedarim, Pesachim, Rosh Hashanah, Sanhedrin, Zevachim	Avodah Zarah 66; Chagigah 7; Hullin 29b; Menachot 3; Nedarim 15
Rabbi Yehuda ben Beteira	10	9	Bava Kamma, Beitzah, Gittin, Ketubot, Kiddushin, Sanhedrin, Shabbat, Shevuot, Yevamot	Bava Kamma 26; Beitzah 29; Gittin 87; Ketubot 58; Kiddushin 10
Rav (Amora)	10	9	Avodah Zarah, Bava Kamma, Bekhorot, Eruvin, Hullin, Ketubot, Meilah, Nedarim, Yevamot	Avodah Zarah 71; Bava Kamma 27; Bekhorot 27; Eruvin 98; Hullin 108
Rav Ami	10	9	Avodah Zarah, Bava Batra, Bava Kamma, Hullin, Ketubot, Sanhedrin, Shabbat, Yevamot, Zevachim	Avodah Zarah 33; Bava Batra 127; Bava Kamma 21; Hullin 106; Ketubot 74
Braita	9	9	Bava Kamma, Eruvin, Horayot, Hullin, Ketubot, Kiddushin, Niddah, Shabbat, Shevuot	Bava Kamma 50; Eruvin 4; Horayot 9; Hullin 73; Ketubot 41
Kodesh Kodashim (Holy of Holies)	19	8	Bava Batra, Menachot, Middot, Shekalim, Shevuot, Sukkah, Yoma, Zevachim	Bava Batra 14; Menachot 37; Middot 37; Shekalim 17; Shevuot 8
Shelamim (peace offerings)	16	8	Bava Kamma, Beitzah, Menachot, Pesachim, Rosh Hashanah, Shekalim, Temurah, Zevachim	Bava Kamma 12; Beitzah 19; Menachot 45; Pesachim 61; Pesachim 89
Shechita (slaughter)	15	8	Avodah Zarah, Bekhorot, Eruvin, Hullin, Menachot, Pesachim, Yoma, Zevachim	Hullin 8; Avodah Zarah 50; Avodah Zarah 51; Bekhorot 40; Eruvin 59
Tamid (Daily Offering)	15	8	Menachot, Middot, Pesachim, Shekalim, Sukkah, Tamid, Yoma, Zevachim	Menachot 50b; Menachot 52; Middot 34b; Middot 37; Pesachim 81
